nucl;atom;AMBER;CHARMM;my_own;VDW R AMBER;VDW DEPTH AMBER;VDW R Charmm;VDW DEPTH Charmm;my_own
MMU;O1P;-0.766672;;;1.6612;0.21;;;
MMU;O2P;-0.766672;;;1.6612;0.21;;;
MMU;'O2''';-0.327732;;;1.6837;0.17;;;
MMU;CM2;-0.038449;;;1.908;0.1094;;;
MMU;N1;0.017423;;;1.824;0.17;;;
MMU;C2;0.589907;;;1.908;0.086;;;
MMU;O2;-0.569868;;;1.6612;0.21;;;
MMU;N3;-0.520159;;;1.824;0.17;;;
MMU;C4;0.604118;;;1.908;0.086;;;
MMU;O4;-0.55212;;;1.6612;0.21;;;
MMU;C5;-0.007035;;;1.908;0.086;;;
MMU;C6;-0.269878;;;1.908;0.086;;;
MMU;H6;0.229845;;;1.409;0.015;;;
MMU;C51;-0.27217;;;1.908;0.1094;;;
MMU;H11;0.093244;;;1.487;0.0157;;;
MMU;H12;0.093244;;;1.487;0.0157;;;
MMU;H13;0.093244;;;1.487;0.0157;;;
MMU;H3;0.352024;;;0.6;0.0157;;;
MRA;P;1.087832;;;2.1;0.2;;;
MRA;O1P;-0.766672;;;1.6612;0.21;;;
MRA;O2P;-0.766672;;;1.6612;0.21;;;
MRA;'O2''';-0.327732;;;1.6837;0.17;;;
MRA;CM2;-0.038449;;;1.908;0.1094;;;
MRA;N9;0.01721;;;1.824;0.17;;;
MRA;C8;0.129938;;;1.908;0.086;;;
MRA;N7;-0.584972;;;1.824;0.17;;;
MRA;C5;0.305016;;;1.908;0.086;;;
MRA;C6;0.711149;;;1.908;0.086;;;
MRA;N6;-0.938595;;;1.824;0.17;;;
MRA;H61;0.412471;;;0.6;0.0157;;;
MRA;H62;0.412471;;;0.6;0.0157;;;
MRA;N1;-0.753552;;;1.824;0.17;;;
MRA;C2;0.574082;;;1.908;0.086;;;
MRA;N3;-0.683539;;;1.824;0.17;;;
MRA;C4;0.058581;;;1.908;0.086;;;
MRA;H2;0.046657;;;1.359;0.015;;;
MRA;H8;0.174899;;;1.359;0.015;;;
MRC;P;1.087832;;;2.1;0.2;;;
MRC;O1P;-0.766672;;;1.6612;0.21;;;
MRC;O2P;-0.766672;;;1.6612;0.21;;;
MRC;'O2''';-0.327732;;;1.6837;0.17;;;
MRC;CM2;-0.038449;;;1.908;0.1094;;;
MRC;N1;-0.215219;;;1.824;0.17;;;
MRC;C2;0.8867;;;1.908;0.086;;;
MRC;O2;-0.655994;;;1.6612;0.21;;;
MRC;N3;-0.812757;;;1.824;0.17;;;
MRC;C4;0.902029;;;1.908;0.086;;;
MRC;N4;-0.991893;;;1.824;0.17;;;
MRC;H41;0.425071;;;0.6;0.0157;;;
MRC;H42;0.425071;;;0.6;0.0157;;;
MRC;C5;-0.597214;;;1.908;0.086;;;
MRC;C6;0.126238;;;1.908;0.086;;;
MRC;H6;0.187497;;;1.409;0.015;;;
MRC;H5;0.202285;;;1.459;0.015;;;
MRG;P;1.087832;;;2.1;0.2;;;
MRG;O1P;-0.766672;;;1.6612;0.21;;;
MRG;O2P;-0.766672;;;1.6612;0.21;;;
MRG;'O2''';-0.327732;;;1.6837;0.17;;;
MRG;CM2;-0.038449;;;1.908;0.1094;;;
MRG;N9;0.026813;;;1.824;0.17;;;
MRG;C8;0.106588;;;1.908;0.086;;;
MRG;N7;-0.557499;;;1.824;0.17;;;
MRG;C5;0.156345;;;1.908;0.086;;;
MRG;C6;0.531582;;;1.908;0.086;;;
MRG;O6;-0.548292;;;1.6612;0.21;;;
MRG;N1;-0.528706;;;1.824;0.17;;;
MRG;C2;0.71913;;;1.908;0.086;;;
MRG;N2;-0.904416;;;1.824;0.17;;;
MRG;H21;0.396801;;;0.6;0.0157;;;
MRG;H22;0.396801;;;0.6;0.0157;;;
MRG;N3;-0.595858;;;1.824;0.17;;;
MRG;C4;0.151255;;;1.908;0.086;;;
MRG;H1;0.354593;;;0.6;0.0157;;;
MRG;H8;0.176678;;;1.359;0.015;;;
MRI;P;1.087832;;;2.1;0.2;;;
MRI;O1P;-0.766672;;;1.6612;0.21;;;
MRI;O2P;-0.766672;;;1.6612;0.21;;;
MRI;'O2''';-0.327732;;;1.6837;0.17;;;
MRI;CM2;-0.038449;;;1.908;0.1094;;;
MRI;N9;-0.011223;;;1.824;0.17;;;
MRI;C8;0.06265;;;1.908;0.086;;;
MRI;N7;-0.534139;;;1.824;0.17;;;
MRI;C5;0.119795;;;1.908;0.086;;;
MRI;C6;0.580455;;;1.908;0.086;;;
MRI;O6;-0.553801;;;1.6612;0.21;;;
MRI;N1;-0.520806;;;1.824;0.17;;;
MRI;C2;0.359438;;;1.908;0.086;;;
MRI;N3;-0.618352;;;1.824;0.17;;;
MRI;C4;0.350314;;;1.908;0.086;;;
MRI;H2;0.122322;;;1.359;0.015;;;
MRI;H1;0.346053;;;0.6;0.0157;;;
MRI;H8;0.179114;;;1.359;0.015;;;
MRP;P;1.087832;;;2.1;0.2;;;
MRP;O1P;-0.766672;;;1.6612;0.21;;;
MRP;O2P;-0.766672;;;1.6612;0.21;;;
MRP;'O2''';-0.327732;;;1.6837;0.17;;;
MRP;CM2;-0.038449;;;1.908;0.1094;;;
MRP;C5;-0.22179;;;1.908;0.086;;;
MRP;C4;0.691269;;;1.908;0.086;;;
MRP;O4;-0.585054;;;1.6612;0.21;;;
MRP;N3;-0.420804;;;1.824;0.17;;;
MRP;C2;0.587063;;;1.908;0.086;;;
MRP;O2;-0.572881;;;1.6612;0.21;;;
MRP;N1;-0.301859;;;1.824;0.17;;;
MRP;C6;-0.120789;;;1.908;0.086;;;
MRP;H6;0.206139;;;1.409;0.015;;;
MRP;HN1;0.308408;;;0.6;0.0157;;;
MRP;HN3;0.312119;;;0.6;0.0157;;;
MRU;P;1.087832;;;2.1;0.2;;;
MRU;O1P;-0.766672;;;1.6612;0.21;;;
MRU;O2P;-0.766672;;;1.6612;0.21;;;
MRU;'O2''';-0.327732;;;1.6837;0.17;;;
MRU;CM2;-0.038449;;;1.908;0.1094;;;
MRU;N1;0.111016;;;1.824;0.17;;;
MRU;C2;0.453875;;;1.908;0.086;;;
MRU;O2;-0.540737;;;1.6612;0.21;;;
MRU;N3;-0.368047;;;1.824;0.17;;;
MRU;C4;0.602234;;;1.908;0.086;;;
MRU;O4;-0.565215;;;1.6612;0.21;;;
MRU;C5;-0.313529;;;1.908;0.086;;;
MRU;C6;-0.231958;;;1.908;0.086;;;
MRU;H6;0.255732;;;1.409;0.015;;;
MRU;H5;0.16974;;;1.459;0.015;;;
MRU;H3;0.308703;;;0.6;0.0157;;;
MSU;P;1.087885;;;2.1;0.2;;;
MSU;O1P;-0.766672;;;1.6612;0.21;;;
MSU;O2P;-0.766672;;;1.6612;0.21;;;
MSU;'O2''';-0.327732;;;1.6837;0.17;;;
MSU;CM2;-0.038449;;;1.908;0.1094;;;
MSU;N1;0.229688;;;1.824;0.17;;;
MSU;C2;-0.053186;;;1.908;0.086;;;
MSU;N3;-0.139593;;;1.824;0.17;;;
MSU;C4;0.614307;;;1.908;0.086;;;
MSU;O4;-0.54911;;;1.6612;0.21;;;
MSU;C5;-0.345007;;;1.908;0.086;;;
MSU;C6;-0.143873;;;1.908;0.086;;;
MSU;H6;0.197561;;;1.409;0.015;;;
MSU;H5;0.195924;;;1.459;0.015;;;
MSU;H3;0.248065;;;0.6;0.0157;;;
MTA;P;1.087885;;;2.1;0.2;;;
MTA;O1P;-0.766672;;;1.6612;0.21;;;
MTA;O2P;-0.766672;;;1.6612;0.21;;;
MTA;'O2''';-0.327732;;;1.6837;0.17;;;
MTA;CM2;-0.038449;;;1.908;0.1094;;;
MTA;N9;-0.028847;;;1.824;0.17;;;
MTA;C8;0.050984;;;1.908;0.086;;;
MTA;N7;-0.513604;;;1.824;0.17;;;
MTA;C5;0.071999;;;1.908;0.086;;;
MTA;C6;0.397382;;;1.908;0.086;;;
MTA;N6;-0.031626;;;1.824;0.17;;;
MTA;C61;-0.19594;;;1.908;0.1094;;;
MTA;H11;0.087424;;;1.387;0.0157;;;
MTA;H12;0.087424;;;1.387;0.0157;;;
MTA;H13;0.087424;;;1.387;0.0157;;;
MTA;C62;-0.217589;;;1.908;0.1094;;;
MTA;H21;0.09666;;;1.387;0.0157;;;
MTA;H22;0.09666;;;1.387;0.0157;;;
MTA;H23;0.09666;;;1.387;0.0157;;;
MTA;N1;-0.700431;;;1.824;0.17;;;
MTA;C2;0.554316;;;1.908;0.086;;;
MTA;N3;-0.727413;;;1.824;0.17;;;
MTA;C4;0.437694;;;1.908;0.086;;;
MTA;H2;0.057458;;;1.359;0.015;;;
MTA;H8;0.175186;;;1.359;0.015;;;
MTC;P;1.08788;;;2.1;0.2;;;
MTC;O1P;-0.76667;;;1.6612;0.21;;;
MTC;O2P;-0.76667;;;1.6612;0.21;;;
MTC;'O2''';-0.32773;;;1.6837;0.17;;;
MTC;CM2;-0.03845;;;1.908;0.1094;;;
MTC;N1;-0.057449;;;1.824;0.17;;;
MTC;C2;-0.064374;;;1.908;0.086;;;
MTC;O2;-0.647811;;;1.6612;0.21;;;
MTC;N3;-0.670013;;;1.824;0.17;;;
MTC;C4;0.547885;;;1.908;0.086;;;
MTC;N4;-0.184236;;;1.824;0.17;;;
MTC;C41;-0.052724;;;1.908;0.1094;;;
MTC;H11;0.061725;;;1.387;0.0157;;;
MTC;H12;0.061725;;;1.387;0.0157;;;
MTC;H13;0.061725;;;1.387;0.0157;;;
MTC;C42;-0.108515;;;1.908;0.1094;;;
MTC;H21;0.069163;;;1.387;0.0157;;;
MTC;H22;0.069163;;;1.387;0.0157;;;
MTC;H23;0.069163;;;1.387;0.0157;;;
MTC;C5;-0.430114;;;1.908;0.086;;;
MTC;C6;0.790661;;;1.908;0.086;;;
MTC;H6;0.190557;;;1.409;0.015;;;
MTC;H5;0.17529;;;1.459;0.015;;;
MTG;P;1.087885;;;2.1;0.2;;;
MTG;O1P;-0.766672;;;1.6612;0.21;;;
MTG;O2P;-0.766672;;;1.6612;0.21;;;
MTG;'O2''';-0.327732;;;1.6837;0.17;;;
MTG;CM2;-0.038449;;;1.908;0.1094;;;
MTG;N9;-0.004069;;;1.824;0.17;;;
MTG;C8;0.084773;;;1.908;0.086;;;
MTG;N7;-0.566254;;;1.824;0.17;;;
MTG;C5;0.247723;;;1.908;0.086;;;
MTG;C6;0.444786;;;1.908;0.086;;;
MTG;O6;-0.540619;;;1.6612;0.21;;;
MTG;N1;-0.365365;;;1.824;0.17;;;
MTG;C2;0.344371;;;1.908;0.086;;;
MTG;N2;-0.099941;;;1.824;0.17;;;
MTG;C21;-0.236549;;;1.908;0.1094;;;
MTG;H11;0.111459;;;1.387;0.0157;;;
MTG;H12;0.111459;;;1.387;0.0157;;;
MTG;H13;0.111459;;;1.387;0.0157;;;
MTG;C23;-0.1835;;;1.908;0.1094;;;
MTG;H31;0.096554;;;1.387;0.0157;;;
MTG;H32;0.096554;;;1.387;0.0157;;;
MTG;H33;0.096554;;;1.387;0.0157;;;
MTG;N3;-0.468239;;;1.824;0.17;;;
MTG;C4;0.128646;;;1.908;0.086;;;
MTG;H1;0.306056;;;0.6;0.0157;;;
MTG;H8;0.165963;;;1.359;0.015;;;
N2G;P;1.087832;;;2.1;0.2;;;
N2G;O1P;-0.76666;;;1.6612;0.21;;;
N2G;O2P;-0.76666;;;1.6612;0.21;;;
N2G;'O2''';-0.591348;;;1.721;0.2104;;;
N2G;'HO''2';0.410145;;;0;0;;;
N2G;N9;0.180383;;;1.824;0.17;;;
N2G;C8;-0.02307;;;1.908;0.086;;;
N2G;N7;-0.047949;;;1.824;0.17;;;
N2G;C5;-0.008571;;;1.908;0.086;;;
N2G;C6;0.515779;;;1.908;0.086;;;
N2G;O6;-0.505469;;;1.6612;0.21;;;
N2G;N1;-0.410374;;;1.824;0.17;;;
N2G;C2;0.514238;;;1.908;0.086;;;
N2G;N2;-0.139206;;;1.824;0.17;;;
N2G;C21;-0.196722;;;1.908;0.1094;;;
N2G;H11;0.118529;;;1.387;0.0157;;;
N2G;H12;0.118529;;;1.387;0.0157;;;
N2G;H13;0.118529;;;1.387;0.0157;;;
N2G;C23;-0.159843;;;1.908;0.1094;;;
N2G;H31;0.107341;;;1.387;0.0157;;;
N2G;H32;0.107341;;;1.387;0.0157;;;
N2G;H33;0.107341;;;1.387;0.0157;;;
N2G;N3;-0.516698;;;1.824;0.17;;;
N2G;C4;0.180139;;;1.908;0.086;;;
N2G;H1;0.328408;;;0.6;0.0157;;;
N2G;C74;-0.199579;;;1.908;0.1094;;;
N2G;H41;0.149245;;;1.387;0.0157;;;
N2G;H42;0.149245;;;1.387;0.0157;;;
N2G;H43;0.149245;;;1.387;0.0157;;;
N2G;H8;0.245008;;;1.359;0.015;;;
OAU;P;1.087832;;;2.1;0.2;;;
OAU;O1P;-0.76666;;;1.6612;0.21;;;
OAU;O2P;-0.76666;;;1.6612;0.21;;;
OAU;'O2''';-0.591348;;;1.721;0.2104;;;
OAU;'HO''2';0.410145;;;0;0;;;
OAU;N1;-0.043543;;;1.824;0.17;;;
OAU;C2;0.638167;;;1.908;0.086;;;
OAU;O2;-0.624662;;;1.6612;0.21;;;
OAU;N3;-0.58036;;;1.824;0.17;;;
OAU;C4;0.683844;;;1.908;0.086;;;
OAU;O4;-0.596352;;;1.6612;0.21;;;
OAU;C5;0.059696;;;1.908;0.086;;;
OAU;C6;-0.222878;;;1.908;0.086;;;
OAU;H6;0.272689;;;1.409;0.015;;;
OAU;O51;-0.398948;;;1.6837;0.17;;;
OAU;C52;0.037618;;;1.908;0.1094;;;
OAU;H21;0.041281;;;1.387;0.0157;;;
OAU;H22;0.041281;;;1.387;0.0157;;;
OAU;C53;0.858249;;;1.908;0.086;;;
OAU;O31;-0.805344;;;1.6612;0.21;;;
OAU;O32;-0.822386;;;1.6612;0.21;;;
OAU;H3;0.34346;;;0.6;0.0157;;;
OCU;P;1.087832;;;2.1;0.2;;;
OCU;O1P;-0.76666;;;1.6612;0.21;;;
OCU;O2P;-0.76666;;;1.6612;0.21;;;
OCU;'O2''';-0.591348;;;1.721;0.2104;;;
OCU;'HO''2';0.410145;;;0;0;;;
OCU;N1;0.058596;;;1.824;0.17;;;
OCU;C2;0.591993;;;1.908;0.086;;;
OCU;O2;-0.57283;;;1.6612;0.21;;;
OCU;N3;-0.525901;;;1.824;0.17;;;
OCU;C4;0.621644;;;1.908;0.086;;;
OCU;O4;-0.562147;;;1.6612;0.21;;;
OCU;C5;-0.014296;;;1.908;0.086;;;
OCU;C6;-0.320643;;;1.908;0.086;;;
OCU;H6;0.259184;;;1.409;0.015;;;
OCU;C51;-0.34738;;;1.908;0.1094;;;
OCU;H11;0.121696;;;1.487;0.0157;;;
OCU;H12;0.121696;;;1.487;0.0157;;;
OCU;C52;0.896077;;;1.908;0.086;;;
OCU;O53;-0.438936;;;1.6837;0.17;;;
OCU;C54;-0.000673;;;1.908;0.1094;;;
OCU;H41;0.082591;;;1.387;0.0157;;;
OCU;H42;0.082591;;;1.387;0.0157;;;
OCU;H43;0.082591;;;1.387;0.0157;;;
OCU;O52;-0.605747;;;1.6612;0.21;;;
OCU;H3;0.351713;;;0.6;0.0157;;;
OEU;P;1.087832;;;2.1;0.2;;;
OEU;O1P;-0.76666;;;1.6612;0.21;;;
OEU;O2P;-0.76666;;;1.6612;0.21;;;
OEU;'O2''';-0.591348;;;1.721;0.2104;;;
OEU;'HO''2';0.410145;;;0;0;;;
OEU;N1;0.001717;;;1.824;0.17;;;
OEU;C2;0.632929;;;1.908;0.086;;;
OEU;O2;-0.574426;;;1.6612;0.21;;;
OEU;N3;-0.577767;;;1.824;0.17;;;
OEU;C4;0.666561;;;1.908;0.086;;;
OEU;O4;-0.551248;;;1.6612;0.21;;;
OEU;C5;0.038283;;;1.908;0.086;;;
OEU;C6;-0.205167;;;1.908;0.086;;;
OEU;H6;0.232129;;;1.409;0.015;;;
OEU;O51;-0.324819;;;1.6837;0.17;;;
OEU;C52;-0.134334;;;1.908;0.1094;;;
OEU;H21;0.121426;;;1.387;0.0157;;;
OEU;H22;0.121426;;;1.387;0.0157;;;
OEU;C53;0.863727;;;1.908;0.086;;;
OEU;O53;-0.585318;;;1.6612;0.21;;;
OEU;O54;-0.458022;;;1.6837;0.17;;;
OEU;C56;0.007709;;;1.908;0.1094;;;
OEU;H61;0.082734;;;1.387;0.0157;;;
OEU;H62;0.082734;;;1.387;0.0157;;;
OEU;H63;0.082734;;;1.387;0.0157;;;
OEU;H3;0.358812;;;0.6;0.0157;;;
OMU;P;1.087832;;;2.1;0.2;;;
OMU;O1P;-0.76666;;;1.6612;0.21;;;
OMU;O2P;-0.76666;;;1.6612;0.21;;;
OMU;'O2''';-0.591348;;;1.721;0.2104;;;
OMU;'HO''2';0.410145;;;0;0;;;
OMU;N1;-0.033624;;;1.824;0.17;;;
OMU;C2;0.648637;;;1.908;0.086;;;
OMU;O2;-0.577944;;;1.6612;0.21;;;
OMU;N3;-0.586042;;;1.824;0.17;;;
OMU;C4;0.653606;;;1.908;0.086;;;
OMU;O4;-0.542446;;;1.6612;0.21;;;
OMU;C5;0.059416;;;1.908;0.086;;;
OMU;C6;-0.195326;;;1.908;0.086;;;
OMU;H6;0.223362;;;1.409;0.015;;;
OMU;O51;-0.35341;;;1.6837;0.17;;;
OMU;C52;0.015533;;;1.908;0.1094;;;
OMU;H21;0.06914;;;1.387;0.0157;;;
OMU;H22;0.06914;;;1.387;0.0157;;;
OMU;H23;0.06914;;;1.387;0.0157;;;
OMU;H3;0.362638;;;0.6;0.0157;;;
PBG;P;1.087832;;;2.1;0.2;;;
PBG;O1P;-0.76666;;;1.6612;0.21;;;
PBG;O2P;-0.76666;;;1.6612;0.21;;;
PBG;'O2''';-0.591348;;;1.721;0.2104;;;
PBG;'HO''2';0.410145;;;0;0;;;
PBG;N9;-0.011008;;;1.824;0.17;;;
PBG;C8;0.112297;;;1.908;0.086;;;
PBG;N7;-0.517847;;;1.824;0.17;;;
PBG;C5;0.107139;;;1.908;0.086;;;
PBG;C6;0.50426;;;1.908;0.086;;;
PBG;O6;-0.474834;;;1.6612;0.21;;;
PBG;N1;-0.059129;;;1.824;0.17;;;
PBG;C2;0.206521;;;1.908;0.086;;;
PBG;N2;-0.493986;;;1.824;0.17;;;
PBG;C23;0.247939;;;1.908;0.086;;;
PBG;C24;-0.305926;;;1.908;0.1094;;;
PBG;H41;0.099535;;;1.487;0.0157;;;
PBG;H42;0.099535;;;1.487;0.0157;;;
PBG;H43;0.099535;;;1.487;0.0157;;;
PBG;C11;-0.128914;;;1.908;0.086;;;
PBG;C12;0.024924;;;1.908;0.1094;;;
PBG;C13;0.047197;;;1.908;0.1094;;;
PBG;C14;0.060005;;;1.908;0.1094;;;
PBG;C45;0.655461;;;1.908;0.086;;;
PBG;O45;-0.574771;;;1.6612;0.21;;;
PBG;O46;-0.412283;;;1.6837;0.17;;;
PBG;C47;0.081646;;;1.908;0.1094;;;
PBG;H71;0.050063;;;1.387;0.0157;;;
PBG;H72;0.050063;;;1.387;0.0157;;;
PBG;H73;0.050063;;;1.387;0.0157;;;
PBG;N15;-0.51731;;;1.824;0.17;;;
PBG;C16;0.75538;;;1.908;0.086;;;
PBG;O16;-0.639979;;;1.6612;0.21;;;
PBG;O17;-0.212973;;;1.6837;0.17;;;
PBG;C18;-0.252843;;;1.908;0.1094;;;
PBG;H81;0.122434;;;1.387;0.0157;;;
PBG;H82;0.122434;;;1.387;0.0157;;;
PBG;H83;0.122434;;;1.387;0.0157;;;
PBG;H15;0.311351;;;0.6;0.0157;;;
PBG;H14;0.012521;;;1.387;0.0157;;;
PBG;H13;0.030364;;;1.487;0.0157;;;
PBG;C35;0.791766;;;1.908;0.086;;;
PBG;O51;-0.792084;;;1.6612;0.21;;;
PBG;O52;-0.758544;;;1.6612;0.21;;;
PBG;H21;0.006551;;;1.487;0.0157;;;
PBG;H22;0.006551;;;1.487;0.0157;;;
PBG;N3;-0.04086;;;1.824;0.17;;;
PBG;C4;0.006722;;;1.908;0.086;;;
PBG;C39;-0.037108;;;1.908;0.1094;;;
PBG;H91;0.060733;;;1.387;0.0157;;;
PBG;H92;0.060733;;;1.387;0.0157;;;
PBG;H93;0.060733;;;1.387;0.0157;;;
PBG;H8;0.145327;;;1.359;0.015;;;
PSU;P;1.087832;;;2.1;0.2;;;
PSU;O1P;-0.76666;;;1.6612;0.21;;;
PSU;O2P;-0.76666;;;1.6612;0.21;;;
PSU;'O2''';-0.591348;;;1.721;0.2104;;;
PSU;'HO''2';0.410145;;;0;0;;;
PSU;C5;-0.22179;;;1.908;0.086;;;
PSU;C4;0.691269;;;1.908;0.086;;;
PSU;O4;-0.585054;;;1.6612;0.21;;;
PSU;N3;-0.420804;;;1.824;0.17;;;
PSU;C2;0.587063;;;1.908;0.086;;;
PSU;O2;-0.572881;;;1.6612;0.21;;;
PSU;N1;-0.301859;;;1.824;0.17;;;
PSU;C6;-0.120789;;;1.908;0.086;;;
PSU;H6;0.206139;;;1.409;0.015;;;
PSU;HN1;0.308408;;;0.6;0.0157;;;
PSU;HN3;0.312119;;;0.6;0.0157;;;
QGG;P;1.087832;;;2.1;0.2;;;
QGG;O1P;-0.76666;;;1.6612;0.21;;;
QGG;O2P;-0.76666;;;1.6612;0.21;;;
QGG;'O2''';-0.591348;;;1.721;0.2104;;;
QGG;'HO''2';0.410145;;;0;0;;;
QGG;N9;0.091624;;;1.824;0.17;;;
QGG;C8;-0.306681;;;1.908;0.086;;;
QGG;C7;-0.085847;;;1.908;0.086;;;
QGG;C5;-0.15495;;;1.908;0.086;;;
QGG;C6;0.561615;;;1.908;0.086;;;
QGG;O6;-0.596982;;;1.6612;0.21;;;
QGG;N1;-0.441688;;;1.824;0.17;;;
QGG;C2;0.631365;;;1.908;0.086;;;
QGG;N2;-0.88688;;;1.824;0.17;;;
QGG;H21;0.39122;;;0.6;0.0157;;;
QGG;H22;0.39122;;;0.6;0.0157;;;
QGG;N3;-0.530381;;;1.824;0.17;;;
QGG;C4;0.179579;;;1.908;0.086;;;
QGG;H1;0.338159;;;0.6;0.0157;;;
QGG;C71;0.185789;;;1.908;0.1094;;;
QGG;N73;-0.659334;;;1.824;0.17;;;
QGG;C74;-0.015833;;;1.908;0.1094;;;
QGG;C75;0.040324;;;1.908;0.1094;;;
QGG;O51;-0.205132;;;1.6837;0.17;;;
QGG;C53;0.000633;;;1.908;0.1094;;;
QGG;C54;0.083425;;;1.908;0.1094;;;
QGG;C56;0.116506;;;1.908;0.1094;;;
QGG;C58;0.218714;;;1.908;0.1094;;;
QGG;C59;0.203845;;;1.908;0.1094;;;
QGG;H59;0.011159;;;1.387;0.0157;;;
QGG;O55;-0.382193;;;1.6837;0.17;;;
QGG;C93;0.102652;;;1.908;0.1094;;;
QGG;H31;0.049937;;;1.387;0.0157;;;
QGG;H32;0.049937;;;1.387;0.0157;;;
QGG;O33;-0.662654;;;1.721;0.2104;;;
QGG;H33;0.442122;;;0;0;;;
QGG;H58;0.033391;;;1.387;0.0157;;;
QGG;O81;-0.671348;;;1.721;0.2104;;;
QGG;H81;0.434903;;;0;0;;;
QGG;H56;0.126112;;;1.387;0.0157;;;
QGG;O62;-0.653877;;;1.721;0.2104;;;
QGG;H62;0.434536;;;0;0;;;
QGG;H54;0.119255;;;1.387;0.0157;;;
QGG;O41;-0.664015;;;1.721;0.2104;;;
QGG;H41;0.456982;;;0;0;;;
QGG;H53;0.188154;;;1.287;0.0157;;;
QGG;C76;0.36927;;;1.908;0.1094;;;
QGG;O61;-0.681564;;;1.721;0.2104;;;
QGG;H61;0.42761;;;0;0;;;
QGG;C78;-0.237964;;;1.908;0.086;;;
QGG;C79;-0.14981;;;1.908;0.086;;;
QGG;H79;0.144266;;;1.459;0.015;;;
QGG;H78;0.144007;;;1.459;0.015;;;
QGG;H76;0.012348;;;1.387;0.0157;;;
QGG;H75;0.102448;;;1.387;0.0157;;;
QGG;H74;0.143502;;;1.387;0.0157;;;
QGG;H73;0.32627;;;0.6;0.0157;;;
QGG;H11;0.066771;;;1.387;0.0157;;;
QGG;H12;0.066771;;;1.387;0.0157;;;
QGG;H8;0.182353;;;1.409;0.015;;;
QMG;P;1.087832;;;2.1;0.2;;;
QMG;O1P;-0.76666;;;1.6612;0.21;;;
QMG;O2P;-0.76666;;;1.6612;0.21;;;
QMG;'O2''';-0.591348;;;1.721;0.2104;;;
QMG;'HO''2';0.410145;;;0;0;;;
QMG;N9;0.083566;;;1.824;0.17;;;
QMG;C8;-0.308668;;;1.908;0.086;;;
QMG;C7;-0.056908;;;1.908;0.086;;;
QMG;C5;-0.156004;;;1.908;0.086;;;
QMG;C6;0.529265;;;1.908;0.086;;;
QMG;O6;-0.589353;;;1.6612;0.21;;;
QMG;N1;-0.393325;;;1.824;0.17;;;
QMG;C2;0.582515;;;1.908;0.086;;;
QMG;N2;-0.87893;;;1.824;0.17;;;
QMG;H21;0.391374;;;0.6;0.0157;;;
QMG;H22;0.391374;;;0.6;0.0157;;;
QMG;N3;-0.502005;;;1.824;0.17;;;
QMG;C4;0.182899;;;1.908;0.086;;;
QMG;H1;0.327976;;;0.6;0.0157;;;
QMG;C71;0.099767;;;1.908;0.1094;;;
QMG;N72;-0.642323;;;1.824;0.17;;;
QMG;C73;0.029806;;;1.908;0.1094;;;
QMG;C74;0.020884;;;1.908;0.1094;;;
QMG;O41;-0.323132;;;1.6837;0.17;;;
QMG;C42;0.000622;;;1.908;0.1094;;;
QMG;C43;0.108271;;;1.908;0.1094;;;
QMG;C46;0.133737;;;1.908;0.1094;;;
QMG;C48;0.148704;;;1.908;0.1094;;;
QMG;C49;0.135359;;;1.908;0.1094;;;
QMG;H49;0.099134;;;1.387;0.0157;;;
QMG;O44;-0.313742;;;1.6837;0.17;;;
QMG;C99;0.061691;;;1.908;0.1094;;;
QMG;H91;0.058552;;;1.387;0.0157;;;
QMG;H92;0.058552;;;1.387;0.0157;;;
QMG;O98;-0.677009;;;1.721;0.2104;;;
QMG;H98;0.450017;;;0;0;;;
QMG;H48;0.114458;;;1.387;0.0157;;;
QMG;O81;-0.670912;;;1.721;0.2104;;;
QMG;H81;0.437234;;;0;0;;;
QMG;H46;0.116688;;;1.387;0.0157;;;
QMG;O61;-0.671395;;;1.721;0.2104;;;
QMG;H61;0.439305;;;0;0;;;
QMG;H43;0.115696;;;1.387;0.0157;;;
QMG;O31;-0.643665;;;1.721;0.2104;;;
QMG;H31;0.448992;;;0;0;;;
QMG;H42;0.199763;;;1.287;0.0157;;;
QMG;C75;0.376955;;;1.908;0.1094;;;
QMG;O51;-0.687717;;;1.721;0.2104;;;
QMG;H51;0.431269;;;0;0;;;
QMG;C76;-0.202346;;;1.908;0.086;;;
QMG;C78;-0.176643;;;1.908;0.086;;;
QMG;H78;0.1452;;;1.459;0.015;;;
QMG;H76;0.135743;;;1.459;0.015;;;
QMG;H75;0.010441;;;1.387;0.0157;;;
QMG;H74;0.101702;;;1.387;0.0157;;;
QMG;H73;0.11725;;;1.387;0.0157;;;
QMG;H72;0.335456;;;0.6;0.0157;;;
QMG;H11;0.086816;;;1.387;0.0157;;;
QMG;H12;0.086816;;;1.387;0.0157;;;
QMG;H8;0.182047;;;1.409;0.015;;;
QUG;P;1.087832;;;2.1;0.2;;;
QUG;O1P;-0.76666;;;1.6612;0.21;;;
QUG;O2P;-0.76666;;;1.6612;0.21;;;
QUG;'O2''';-0.591348;;;1.721;0.2104;;;
QUG;'HO''2';0.410145;;;0;0;;;
QUG;N9;0.063294;;;1.824;0.17;;;
QUG;C8;-0.312635;;;1.908;0.086;;;
QUG;C7;-0.073369;;;1.908;0.086;;;
QUG;C5;-0.125273;;;1.908;0.086;;;
